ID,Name,Structure,Comment,SavedText,NameFonts,CommentFonts
324,"  walk (Time=Future, Aspect=Continuative, Mood=Probable Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,b,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will probably continue walking,"3,6",
325,"  walk (Time=Present, Aspect=Continuative, Mood=Probable Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,o,b,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably continues walking,"3,6",
327,"  walk (Time=Future, Aspect=Unmarked, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might walk,"3,6",
328,"  walk (Time=Present, Aspect=Unmarked, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,U,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might walk,"3,6",
330,"  walk (Time=Future, Aspect=Completive, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might finish walking,"3,6",
331,"  walk (Time=Present, Aspect=Completive, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,C,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might finish walking,"3,6",
333,"  walk (Time=Future, Aspect=Inceptive, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might start walking,"3,6",
334,"  walk (Time=Present, Aspect=Inceptive, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,N,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might start walking,"3,6",
336,"  walk (Time=Future, Aspect=Cessative, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might stop walking,"3,6",
337,"  walk (Time=Present, Aspect=Cessative, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,c,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might stop walking,"3,6",
339,"  walk (Time=Future, Aspect=Continuative, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might continue walking,"3,6",
340,"  walk (Time=Present, Aspect=Continuative, Mood='might' Potential, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,o,c,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might continue walking,"3,6",
342,"  walk (Time=Future, Aspect=Unmarked, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must walk,"3,6",
343,"  walk (Time=Present, Aspect=Unmarked, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,U,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must walk,"3,6",
345,"  walk (Time=Future, Aspect=Completive, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must finish walking,"3,6",
346,"  walk (Time=Present, Aspect=Completive, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,C,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must finish walking,"3,6",
348,"  walk (Time=Future, Aspect=Inceptive, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must start walking,"3,6",
349,"  walk (Time=Present, Aspect=Inceptive, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,N,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must start walking,"3,6",
351,"  walk (Time=Future, Aspect=Cessative, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must stop walking,"3,6",
352,"  walk (Time=Present, Aspect=Cessative, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,c,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must stop walking,"3,6",
354,"  walk (Time=Future, Aspect=Continuative, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must continue walking,"3,6",
355,"  walk (Time=Present, Aspect=Continuative, Mood='must' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,o,f,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must continue walking,"3,6",
357,"  walk (Time=Future, Aspect=Unmarked, Mood='should' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,g,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should walk,"3,6",
360,"  walk (Time=Future, Aspect=Completive, Mood='should' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,g,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should finish walking,"3,6",
363,"  walk (Time=Future, Aspect=Inceptive, Mood='should' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,g,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should start walking,"3,6",
366,"  walk (Time=Future, Aspect=Cessative, Mood='should' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,g,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should stop walking,"3,6",
369,"  walk (Time=Future, Aspect=Continuative, Mood='should' Obligation, Polarity=Affirmative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,g,N,A,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should continue walking,"3,6",
371,"  walk (Time=Past, Aspect=Unmarked, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,U,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,did not walk,"3,6",
372,"  walk (Time=Future, Aspect=Unmarked, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will not walk,"3,6",
373,"  walk (Time=Present, Aspect=Unmarked, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,U,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,does not walk,"3,6",
374,"  walk (Time=Past, Aspect=Completive, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,C,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,did not finish walking,"3,6",
375,"  walk (Time=Future, Aspect=Completive, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will not finish walking,"3,6",
376,"  walk (Time=Present, Aspect=Completive, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,C,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,does not finish walking,"3,6",
377,"  walk (Time=Past, Aspect=Inceptive, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,N,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,did not start walking,"3,6",
378,"  walk (Time=Future, Aspect=Inceptive, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will not start walking,"3,6",
379,"  walk (Time=Present, Aspect=Inceptive, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,N,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,does not start walking,"3,6",
380,"  walk (Time=Past, Aspect=Cessative, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,c,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,did not stop walking,"3,6",
381,"  walk (Time=Future, Aspect=Cessative, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will not stop walking,"3,6",
382,"  walk (Time=Present, Aspect=Cessative, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,c,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,does not stop walking,"3,6",
383,"  walk (Time=Past, Aspect=Continuative, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,o,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,did not continue walking,"3,6",
384,"  walk (Time=Future, Aspect=Continuative, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will not continue walking,"3,6",
385,"  walk (Time=Present, Aspect=Continuative, Mood=Indicative, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,o,I,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,does not continue walking,"3,6",
386,"  walk (Time=Past, Aspect=Unmarked, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,U,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely did not walk,"3,6",
387,"  walk (Time=Future, Aspect=Unmarked, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will definitely not walk,"3,6",
