ID,Name,Structure,Comment,SavedText,NameFonts,CommentFonts
388,"  walk (Time=Present, Aspect=Unmarked, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,U,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely does not walk,"3,6",
389,"  walk (Time=Past, Aspect=Completive, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,C,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely did not finish walking,"3,6",
390,"  walk (Time=Future, Aspect=Completive, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will definitely not finish walking,"3,6",
391,"  walk (Time=Present, Aspect=Completive, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,C,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely does not finish walking,"3,6",
392,"  walk (Time=Past, Aspect=Inceptive, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,N,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely did not start walking,"3,6",
393,"  walk (Time=Future, Aspect=Inceptive, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will definitely not start walking,"3,6",
394,"  walk (Time=Present, Aspect=Inceptive, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,N,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely does not start walking,"3,6",
395,"  walk (Time=Past, Aspect=Cessative, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,c,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely did not stop walking,"3,6",
396,"  walk (Time=Future, Aspect=Cessative, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will definitely not stop walking,"3,6",
397,"  walk (Time=Present, Aspect=Cessative, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,c,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely does not stop walking,"3,6",
398,"  walk (Time=Past, Aspect=Continuative, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,o,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely did not continue walking,"3,6",
399,"  walk (Time=Future, Aspect=Continuative, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will definitely not continue walking,"3,6",
400,"  walk (Time=Present, Aspect=Continuative, Mood=Definite Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,o,a,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,definitely does not continue walking,"3,6",
401,"  walk (Time=Past, Aspect=Unmarked, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,U,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably did not walk,"3,6",
402,"  walk (Time=Future, Aspect=Unmarked, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will probably not walk,"3,6",
403,"  walk (Time=Present, Aspect=Unmarked, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,U,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably does not walk,"3,6",
404,"  walk (Time=Past, Aspect=Completive, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,C,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably did not finish walking,"3,6",
405,"  walk (Time=Future, Aspect=Completive, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will probably not finish walking,"3,6",
406,"  walk (Time=Present, Aspect=Completive, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,C,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably does not finish walking,"3,6",
407,"  walk (Time=Past, Aspect=Inceptive, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,N,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably did not start walking,"3,6",
408,"  walk (Time=Future, Aspect=Inceptive, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will probably not start walking,"3,6",
409,"  walk (Time=Present, Aspect=Inceptive, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,N,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably does not start walking,"3,6",
410,"  walk (Time=Past, Aspect=Cessative, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,c,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably did not stop walking,"3,6",
411,"  walk (Time=Future, Aspect=Cessative, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will probably not stop walking,"3,6",
412,"  walk (Time=Present, Aspect=Cessative, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,c,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably does not stop walking,"3,6",
413,"  walk (Time=Past, Aspect=Continuative, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,o,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably did not continue walking,"3,6",
414,"  walk (Time=Future, Aspect=Continuative, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,will probably not continue walking,"3,6",
415,"  walk (Time=Present, Aspect=Continuative, Mood=Probable Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-P,o,b,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,probably does not continue walking,"3,6",
417,"  walk (Time=Future, Aspect=Unmarked, Mood='might' Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,c,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might not walk,"3,6",
420,"  walk (Time=Future, Aspect=Completive, Mood='might' Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,c,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might not finish walking,"3,6",
423,"  walk (Time=Future, Aspect=Inceptive, Mood='might' Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,c,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might not start walking,"3,6",
426,"  walk (Time=Future, Aspect=Cessative, Mood='might' Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,c,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might not stop walking,"3,6",
429,"  walk (Time=Future, Aspect=Continuative, Mood='might' Potential, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,c,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,might not continue walking,"3,6",
432,"  walk (Time=Future, Aspect=Unmarked, Mood='must' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,f,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must not walk,"3,6",
435,"  walk (Time=Future, Aspect=Completive, Mood='must' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,f,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must not finish walking,"3,6",
438,"  walk (Time=Future, Aspect=Inceptive, Mood='must' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,f,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must not start walking,"3,6",
441,"  walk (Time=Future, Aspect=Cessative, Mood='must' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,f,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must not stop walking,"3,6",
444,"  walk (Time=Future, Aspect=Continuative, Mood='must' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,f,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,must not continue walking,"3,6",
447,"  walk (Time=Future, Aspect=Unmarked, Mood='should' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,U,g,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should not walk,"3,6",
450,"  walk (Time=Future, Aspect=Completive, Mood='should' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,C,g,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should not finish walking,"3,6",
453,"  walk (Time=Future, Aspect=Inceptive, Mood='should' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,N,g,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should not start walking,"3,6",
456,"  walk (Time=Future, Aspect=Cessative, Mood='should' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,c,g,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should not stop walking,"3,6",
459,"  walk (Time=Future, Aspect=Continuative, Mood='should' Obligation, Polarity=Negative)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Z,o,g,N,N,N,p,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,should not continue walking,"3,6",
461,"  walk (Time=Past, Mood='must' Obligation)","{~|c-I,D,p,0,0,N,N,N,N,N,N,N,N,N,N,N,.,.,.,.,.,A,.,~|(~|n-S,p,N,.,.,.,.,.,.,.,.,.,S,~|-10----~|N-S,D,A,n,K,3,N,N,.,.,.,.,.,.,.,.,~|3)~|~|-1(~|v-S,.,.,.,.,.,~|0----~|V-Y,U,f,N,A,N,P,.,.,.,.,.,.,.,.,.,~|1)~|~|}~|~|",  ,had to walk,"3,6",
